relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source,umls_cui_from_meddra,recommended_name,cosine_similarity
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,28520,18874_4643,disease,myeloid leukemia,MONDO_grouped,C0023470,Myeloid leukaemia,0.9850744335884615
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,37714,15667,disease,unclassified acute myeloid leukemia,MONDO,C0023467,Acute myeloid leukaemia,0.7771371817602796
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83852,5223,disease,acute myeloid leukemia with minimal differentiation,MONDO,C0023467,Acute myeloid leukaemia,0.7496548024562908
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83853,5224,disease,acute myeloblastic leukemia without maturation,MONDO,C0023479,acute myelomonocytic leukaemia,0.7425271952909532
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83854,15165,disease,acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,MONDO,C1698394,acute promyelocytic leukaemia differentiation syndrome,0.5116475644004201
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83855,15166,disease,acute myeloid leukemia with t(8;21)(q22;q22) translocation,MONDO,C0023467,Acute myeloid leukaemia,0.6787112175333814
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,38274,17893,disease,inherited acute myeloid leukemia,MONDO,C0023467,Acute myeloid leukaemia,0.7641094492842433
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83856,17894,disease,acute myeloid leukemia with CEBPA somatic mutations,MONDO,C0023467,Acute myeloid leukaemia,0.6465983459187813
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83857,18256,disease,acute myeloid leukemia with t(8;16)(p11;p13) translocation,MONDO,C0023467,Acute myeloid leukaemia,0.7095977922098253
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83858,18433,disease,acute myeloid leukemia with t(6;9)(p23;q34),MONDO,C0023467,Acute myeloid leukaemia,0.7085033414225752
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83859,18434,disease,acute myeloid leukemia with t(9;11)(p22;q23),MONDO,C0023467,Acute myeloid leukaemia,0.6905864885813379
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83860,18435,disease,acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2),MONDO,C0023467,Acute myeloid leukaemia,0.6437660318185335
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83861,18437,disease,acute myeloid leukemia with NPM1 somatic mutations,MONDO,C0023487,Acute promyelocytic leukaemia,0.6046725562942808
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,39124,19457,disease,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO,C0280028,Refractory anemia with excess blasts in transformation,0.643972080597532
indication,indication,14461,DB11978,drug,Glasdegib,DrugBank,83862,20320,disease,acute myeloblastic leukemia with maturation,MONDO,C0023479,acute myelomonocytic leukaemia,0.7864293128207878
indication,indication,15107,DB00570,drug,Vinblastine,DrugBank,35616,5447,disease,testicular cancer,MONDO,C0153594,Testis cancer,0.9373784288077196
indication,indication,15107,DB00570,drug,Vinblastine,DrugBank,28920,10274_10108,disease,testicular germ cell tumor,MONDO_grouped,C0153594,Testis cancer,0.7878498823780056
indication,indication,15107,DB00570,drug,Vinblastine,DrugBank,37343,3669,disease,testicular seminoma,MONDO,C0036631,seminoma,0.9382212079244522
indication,indication,15107,DB00570,drug,Vinblastine,DrugBank,36527,5744,disease,yolk sac tumor,MONDO,C0677608,placental chorioangioma,0.6440202858992337
indication,indication,15107,DB00570,drug,Vinblastine,DrugBank,83863,18193_6448,disease,testicular teratoma,MONDO_grouped,C0037859,Spermatocele,0.6297637854121498
indication,indication,15107,DB00570,drug,Vinblastine,DrugBank,83864,20513,disease,spermatocytic seminoma,MONDO,C0036631,seminoma,0.9175631402778234
indication,indication,15107,DB00570,drug,Vinblastine,DrugBank,37179,3001,disease,seminoma,MONDO,C0036631,seminoma,0.9999999999999989
indication,indication,20156,DB00970,drug,Dactinomycin,DrugBank,35616,5447,disease,testicular cancer,MONDO,C0153594,Testis cancer,0.9373784288077196
indication,indication,20156,DB00970,drug,Dactinomycin,DrugBank,28920,10274_10108,disease,testicular germ cell tumor,MONDO_grouped,C0153594,Testis cancer,0.7878498823780056
indication,indication,20156,DB00970,drug,Dactinomycin,DrugBank,37343,3669,disease,testicular seminoma,MONDO,C0036631,seminoma,0.9382212079244522
indication,indication,20156,DB00970,drug,Dactinomycin,DrugBank,36527,5744,disease,yolk sac tumor,MONDO,C0677608,placental chorioangioma,0.6440202858992337
indication,indication,20156,DB00970,drug,Dactinomycin,DrugBank,83863,18193_6448,disease,testicular teratoma,MONDO_grouped,C0037859,Spermatocele,0.6297637854121498
indication,indication,20156,DB00970,drug,Dactinomycin,DrugBank,83864,20513,disease,spermatocytic seminoma,MONDO,C0036631,seminoma,0.9175631402778234
indication,indication,20156,DB00970,drug,Dactinomycin,DrugBank,37179,3001,disease,seminoma,MONDO,C0036631,seminoma,0.9999999999999989
indication,indication,14604,DB00773,drug,Etoposide,DrugBank,35616,5447,disease,testicular cancer,MONDO,C0153594,Testis cancer,0.9373784288077196
indication,indication,14604,DB00773,drug,Etoposide,DrugBank,28920,10274_10108,disease,testicular germ cell tumor,MONDO_grouped,C0153594,Testis cancer,0.7878498823780056
indication,indication,14604,DB00773,drug,Etoposide,DrugBank,37343,3669,disease,testicular seminoma,MONDO,C0036631,seminoma,0.9382212079244522
indication,indication,14604,DB00773,drug,Etoposide,DrugBank,36527,5744,disease,yolk sac tumor,MONDO,C0677608,placental chorioangioma,0.6440202858992337
indication,indication,14604,DB00773,drug,Etoposide,DrugBank,83863,18193_6448,disease,testicular teratoma,MONDO_grouped,C0037859,Spermatocele,0.6297637854121498
indication,indication,14604,DB00773,drug,Etoposide,DrugBank,83864,20513,disease,spermatocytic seminoma,MONDO,C0036631,seminoma,0.9175631402778234
indication,indication,14604,DB00773,drug,Etoposide,DrugBank,37179,3001,disease,seminoma,MONDO,C0036631,seminoma,0.9999999999999989
indication,indication,20541,DB06810,drug,Plicamycin,DrugBank,35616,5447,disease,testicular cancer,MONDO,C0153594,Testis cancer,0.9373784288077196
indication,indication,20541,DB06810,drug,Plicamycin,DrugBank,28920,10274_10108,disease,testicular germ cell tumor,MONDO_grouped,C0153594,Testis cancer,0.7878498823780056
indication,indication,20541,DB06810,drug,Plicamycin,DrugBank,37343,3669,disease,testicular seminoma,MONDO,C0036631,seminoma,0.9382212079244522
indication,indication,20541,DB06810,drug,Plicamycin,DrugBank,36527,5744,disease,yolk sac tumor,MONDO,C0677608,placental chorioangioma,0.6440202858992337
indication,indication,20541,DB06810,drug,Plicamycin,DrugBank,83863,18193_6448,disease,testicular teratoma,MONDO_grouped,C0037859,Spermatocele,0.6297637854121498
indication,indication,20541,DB06810,drug,Plicamycin,DrugBank,83864,20513,disease,spermatocytic seminoma,MONDO,C0036631,seminoma,0.9175631402778234
indication,indication,20541,DB06810,drug,Plicamycin,DrugBank,37179,3001,disease,seminoma,MONDO,C0036631,seminoma,0.9999999999999989
indication,indication,14194,DB00563,drug,Methotrexate,DrugBank,36050,5627,disease,head and neck cancer,MONDO,C0740339,throat cancer,0.7117598277585994
indication,indication,14194,DB00563,drug,Methotrexate,DrugBank,83865,5398,disease,upper aerodigestive tract neoplasm,MONDO,C0042065,Genitourinary tract neoplasm,0.6557062776583122
indication,indication,15134,DB01005,drug,Hydroxyurea,DrugBank,36050,5627,disease,head and neck cancer,MONDO,C0740339,throat cancer,0.7117598277585994
indication,indication,15134,DB01005,drug,Hydroxyurea,DrugBank,83865,5398,disease,upper aerodigestive tract neoplasm,MONDO,C0042065,Genitourinary tract neoplasm,0.6557062776583122
indication,indication,14793,DB01248,drug,Docetaxel,DrugBank,36050,5627,disease,head and neck cancer,MONDO,C0740339,throat cancer,0.7117598277585994
indication,indication,14793,DB01248,drug,Docetaxel,DrugBank,83865,5398,disease,upper aerodigestive tract neoplasm,MONDO,C0042065,Genitourinary tract neoplasm,0.6557062776583122
indication,indication,15893,DB00290,drug,Bleomycin,DrugBank,36050,5627,disease,head and neck cancer,MONDO,C0740339,throat cancer,0.7117598277585994
indication,indication,15893,DB00290,drug,Bleomycin,DrugBank,83865,5398,disease,upper aerodigestive tract neoplasm,MONDO,C0042065,Genitourinary tract neoplasm,0.6557062776583122
indication,indication,17654,DB00385,drug,Valrubicin,DrugBank,31756,1187,disease,urinary bladder cancer,MONDO,C0005684,Bladder cancer,0.9675655536065733
indication,indication,17654,DB00385,drug,Valrubicin,DrugBank,33642,4986,disease,urinary bladder carcinoma,MONDO,C0699885,Bladder carcinoma,0.959696915819908
indication,indication,17654,DB00385,drug,Valrubicin,DrugBank,35624,4987,disease,urinary bladder neoplasm,MONDO,C0005695,Bladder neoplasm,0.975137956237719
indication,indication,17654,DB00385,drug,Valrubicin,DrugBank,33464,4114,disease,urinary bladder small cell neuroendocrine carcinoma,MONDO,C0206695,neuroendocrine carcinoma,0.5983092484384722
indication,indication,17654,DB00385,drug,Valrubicin,DrugBank,83866,16211,disease,non-papillary transitional cell carcinoma of the bladder,MONDO,C0007138,transitional cell carcinoma,0.7458324039053907
indication,indication,14868,DB04572,drug,Thiotepa,DrugBank,31756,1187,disease,urinary bladder cancer,MONDO,C0005684,Bladder cancer,0.9675655536065733
indication,indication,14868,DB04572,drug,Thiotepa,DrugBank,33642,4986,disease,urinary bladder carcinoma,MONDO,C0699885,Bladder carcinoma,0.959696915819908
indication,indication,14868,DB04572,drug,Thiotepa,DrugBank,35624,4987,disease,urinary bladder neoplasm,MONDO,C0005695,Bladder neoplasm,0.975137956237719
indication,indication,14868,DB04572,drug,Thiotepa,DrugBank,33464,4114,disease,urinary bladder small cell neuroendocrine carcinoma,MONDO,C0206695,neuroendocrine carcinoma,0.5983092484384722
indication,indication,14868,DB04572,drug,Thiotepa,DrugBank,83866,16211,disease,non-papillary transitional cell carcinoma of the bladder,MONDO,C0007138,transitional cell carcinoma,0.7458324039053907
indication,indication,16036,DB06151,drug,Acetylcysteine,DrugBank,83867,18741,disease,paracetamol poisoning,MONDO,C0235632,Loin pain,0.535345420784585
indication,indication,16281,DB00151,drug,Cysteine,DrugBank,83867,18741,disease,paracetamol poisoning,MONDO,C0235632,Loin pain,0.535345420784585
indication,indication,18165,DB11626,drug,Tasonermin,DrugBank,36540,5089,disease,sarcoma,MONDO,C1261473,Sarcoma,1.0000000000000002
indication,indication,18165,DB11626,drug,Tasonermin,DrugBank,36078,18078,disease,soft tissue sarcoma,MONDO,C1261473,Sarcoma,0.7995205493745483
indication,indication,18165,DB11626,drug,Tasonermin,DrugBank,35612,4992,disease,cancer,MONDO,C0006826,Neoplasm malignant,0.8841725415102661
indication,indication,15205,DB06589,drug,Pazopanib,DrugBank,36540,5089,disease,sarcoma,MONDO,C1261473,Sarcoma,1.0000000000000002
indication,indication,15205,DB06589,drug,Pazopanib,DrugBank,36078,18078,disease,soft tissue sarcoma,MONDO,C1261473,Sarcoma,0.7995205493745483
indication,indication,15205,DB06589,drug,Pazopanib,DrugBank,35612,4992,disease,cancer,MONDO,C0006826,Neoplasm malignant,0.8841725415102661
indication,indication,17893,DB06043,drug,Olaratumab,DrugBank,36540,5089,disease,sarcoma,MONDO,C1261473,Sarcoma,1.0000000000000002
indication,indication,17893,DB06043,drug,Olaratumab,DrugBank,36078,18078,disease,soft tissue sarcoma,MONDO,C1261473,Sarcoma,0.7995205493745483
indication,indication,17893,DB06043,drug,Olaratumab,DrugBank,35612,4992,disease,cancer,MONDO,C0006826,Neoplasm malignant,0.8841725415102661
indication,indication,16230,DB08935,drug,Obinutuzumab,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,16230,DB08935,drug,Obinutuzumab,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,14411,DB09053,drug,Ibrutinib,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,14411,DB09053,drug,Ibrutinib,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,15033,DB09054,drug,Idelalisib,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,15033,DB09054,drug,Idelalisib,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,16229,DB06650,drug,Ofatumumab,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,16229,DB06650,drug,Ofatumumab,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,20473,DB00791,drug,Uracil mustard,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,20473,DB00791,drug,Uracil mustard,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,14024,DB00635,drug,Prednisone,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,14849,DB00888,drug,Mechlorethamine,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,14849,DB00888,drug,Mechlorethamine,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,14740,DB00291,drug,Chlorambucil,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,14740,DB00291,drug,Chlorambucil,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,16226,DB00073,drug,Rituximab,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,16226,DB00073,drug,Rituximab,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,15363,DB06769,drug,Bendamustine,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,15363,DB06769,drug,Bendamustine,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,15654,DB11581,drug,Venetoclax,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,15654,DB11581,drug,Venetoclax,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,15671,DB11952,drug,Duvelisib,DrugBank,30654,4948_872_4963_20511_4947_814,disease,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,C0023449,Acute lymphocytic leukaemia,0.8556746580469995
indication,indication,15671,DB11952,drug,Duvelisib,DrugBank,83868,2083,disease,Richter syndrome,MONDO,C0085786,Hamman-Rich syndrome,0.6797544790061198
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,36004,5036,disease,gastric adenocarcinoma,MONDO,C0278701,adenocarcinoma gastric,0.9890692738850249
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,29646,7256_18902_16216_3243,disease,hepatocellular carcinoma,MONDO_grouped,C2239176,Hepatocellular carcinoma,0.9999999999999993
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,36634,2691,disease,liver cancer,MONDO,C0345904,Hepatic cancer,0.9421633759631273
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,83869,6210_891,disease,fibrolamellar hepatocellular carcinoma,MONDO_grouped,C2239176,Hepatocellular carcinoma,0.801685885264113
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,32621,18055,disease,pediatric hepatocellular carcinoma,MONDO,C2239176,Hepatocellular carcinoma,0.8198840265286219
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,36999,18532,disease,adenocarcinoma of liver and intrahepatic biliary tract,MONDO,C0345904,Hepatic cancer,0.682203993379808
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,83870,18533,disease,undifferentiated carcinoma of liver and intrahepatic biliary tract,MONDO,C0206698,Cholangiocarcinoma,0.6665931068209784
indication,indication,17042,DB05578,drug,Ramucirumab,DrugBank,37115,18534,disease,squamous cell carcinoma of liver and intrahepatic biliary tract,MONDO,C0345904,Hepatic cancer,0.6579743322948485
indication,indication,15599,DB08896,drug,Regorafenib,DrugBank,29646,7256_18902_16216_3243,disease,hepatocellular carcinoma,MONDO_grouped,C2239176,Hepatocellular carcinoma,0.9999999999999993
indication,indication,15599,DB08896,drug,Regorafenib,DrugBank,36634,2691,disease,liver cancer,MONDO,C0345904,Hepatic cancer,0.9421633759631273
indication,indication,15599,DB08896,drug,Regorafenib,DrugBank,83869,6210_891,disease,fibrolamellar hepatocellular carcinoma,MONDO_grouped,C2239176,Hepatocellular carcinoma,0.801685885264113
indication,indication,15599,DB08896,drug,Regorafenib,DrugBank,32621,18055,disease,pediatric hepatocellular carcinoma,MONDO,C2239176,Hepatocellular carcinoma,0.8198840265286219
indication,indication,15599,DB08896,drug,Regorafenib,DrugBank,36999,18532,disease,adenocarcinoma of liver and intrahepatic biliary tract,MONDO,C0345904,Hepatic cancer,0.682203993379808
indication,indication,15599,DB08896,drug,Regorafenib,DrugBank,83870,18533,disease,undifferentiated carcinoma of liver and intrahepatic biliary tract,MONDO,C0206698,Cholangiocarcinoma,0.6665931068209784
indication,indication,15599,DB08896,drug,Regorafenib,DrugBank,37115,18534,disease,squamous cell carcinoma of liver and intrahepatic biliary tract,MONDO,C0345904,Hepatic cancer,0.6579743322948485
indication,indication,14945,DB00398,drug,Sorafenib,DrugBank,29646,7256_18902_16216_3243,disease,hepatocellular carcinoma,MONDO_grouped,C2239176,Hepatocellular carcinoma,0.9999999999999993
indication,indication,14945,DB00398,drug,Sorafenib,DrugBank,36634,2691,disease,liver cancer,MONDO,C0345904,Hepatic cancer,0.9421633759631273
indication,indication,14945,DB00398,drug,Sorafenib,DrugBank,83869,6210_891,disease,fibrolamellar hepatocellular carcinoma,MONDO_grouped,C2239176,Hepatocellular carcinoma,0.801685885264113
indication,indication,14945,DB00398,drug,Sorafenib,DrugBank,32621,18055,disease,pediatric hepatocellular carcinoma,MONDO,C2239176,Hepatocellular carcinoma,0.8198840265286219
indication,indication,14945,DB00398,drug,Sorafenib,DrugBank,36999,18532,disease,adenocarcinoma of liver and intrahepatic biliary tract,MONDO,C0345904,Hepatic cancer,0.682203993379808
indication,indication,14945,DB00398,drug,Sorafenib,DrugBank,83870,18533,disease,undifferentiated carcinoma of liver and intrahepatic biliary tract,MONDO,C0206698,Cholangiocarcinoma,0.6665931068209784
indication,indication,14945,DB00398,drug,Sorafenib,DrugBank,37115,18534,disease,squamous cell carcinoma of liver and intrahepatic biliary tract,MONDO,C0345904,Hepatic cancer,0.6579743322948485
indication,indication,19603,DB09035,drug,Nivolumab,DrugBank,37311,5097,disease,squamous cell lung carcinoma,MONDO,C0149782,Squamous cell carcinoma of lung,0.9672822874581204
indication,indication,19603,DB09035,drug,Nivolumab,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,14765,DB05239,drug,Cobimetinib,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,15602,DB08911,drug,Trametinib,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,15391,DB11967,drug,Binimetinib,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,17991,DB06186,drug,Ipilimumab,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,15315,DB00851,drug,Dacarbazine,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,19604,DB09037,drug,Pembrolizumab,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,15243,DB11718,drug,Encorafenib,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,15603,DB08912,drug,Dabrafenib,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,14663,DB00041,drug,Aldesleukin,DrugBank,35727,5191,disease,metastatic melanoma,MONDO,C0278883,Metastatic melanoma,1.0000000000000004
indication,indication,20158,DB09331,drug,Daratumumab,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,19641,DB06317,drug,Elotuzumab,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,19281,DB08889,drug,Carfilzomib,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,14606,DB01041,drug,Thalidomide,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,14954,DB00531,drug,Cyclophosphamide,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,15206,DB06603,drug,Panobinostat,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,14275,DB00997,drug,Doxorubicin,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,16753,DB00480,drug,Lenalidomide,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,15367,DB08910,drug,Pomalidomide,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,15077,DB00188,drug,Bortezomib,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,17524,DB00262,drug,Carmustine,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,20212,DB01042,drug,Melphalan,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,20159,DB14811,drug,Isatuximab,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,14493,DB14649,drug,Dexamethasone acetate,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,18102,DB06809,drug,Plerixafor,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,15240,DB09570,drug,Ixazomib,DrugBank,30494,9693,disease,plasma cell myeloma,MONDO,C0026764,Plasma cell myeloma,0.9999999999999997
indication,indication,14113,DB04942,drug,Tamibarotene,DrugBank,29361,12883,disease,acute promyelocytic leukemia,MONDO,C0023487,Acute promyelocytic leukaemia,0.9937329831869678
indication,indication,15149,DB01177,drug,Idarubicin,DrugBank,29361,12883,disease,acute promyelocytic leukemia,MONDO,C0023487,Acute promyelocytic leukaemia,0.9937329831869678
indication,indication,14764,DB01033,drug,Mercaptopurine,DrugBank,29361,12883,disease,acute promyelocytic leukemia,MONDO,C0023487,Acute promyelocytic leukaemia,0.9937329831869678
indication,indication,14229,DB00755,drug,Tretinoin,DrugBank,29361,12883,disease,acute promyelocytic leukemia,MONDO,C0023487,Acute promyelocytic leukaemia,0.9937329831869678
indication,indication,14789,DB00694,drug,Daunorubicin,DrugBank,29361,12883,disease,acute promyelocytic leukemia,MONDO,C0023487,Acute promyelocytic leukaemia,0.9937329831869678
indication,indication,14780,DB00987,drug,Cytarabine,DrugBank,29361,12883,disease,acute promyelocytic leukemia,MONDO,C0023487,Acute promyelocytic leukaemia,0.9937329831869678
indication,indication,14313,DB01169,drug,Arsenic trioxide,DrugBank,29361,12883,disease,acute promyelocytic leukemia,MONDO,C0023487,Acute promyelocytic leukaemia,0.9937329831869678
indication,indication,17422,DB09033,drug,Vedolizumab,DrugBank,37785,5101,disease,ulcerative colitis (disease),MONDO,C0009324,Colitis ulcerative,0.9776244212087638
indication,indication,15876,DB00244,drug,Mesalazine,DrugBank,37785,5101,disease,ulcerative colitis (disease),MONDO,C0009324,Colitis ulcerative,0.9776244212087638
indication,indication,15876,DB00244,drug,Mesalazine,DrugBank,28158,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,disease,inflammatory bowel disease,MONDO_grouped,C0021390,Inflammatory bowel disease,1.0000000000000009
indication,indication,15985,DB01014,drug,Balsalazide,DrugBank,37785,5101,disease,ulcerative colitis (disease),MONDO,C0009324,Colitis ulcerative,0.9776244212087638
indication,indication,15985,DB01014,drug,Balsalazide,DrugBank,28158,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,disease,inflammatory bowel disease,MONDO_grouped,C0021390,Inflammatory bowel disease,1.0000000000000009
indication,indication,15438,DB00359,drug,Sulfadiazine,DrugBank,37785,5101,disease,ulcerative colitis (disease),MONDO,C0009324,Colitis ulcerative,0.9776244212087638
indication,indication,15438,DB00359,drug,Sulfadiazine,DrugBank,28158,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,disease,inflammatory bowel disease,MONDO_grouped,C0021390,Inflammatory bowel disease,1.0000000000000009
indication,indication,15982,DB00795,drug,Sulfasalazine,DrugBank,37785,5101,disease,ulcerative colitis (disease),MONDO,C0009324,Colitis ulcerative,0.9776244212087638
indication,indication,15982,DB00795,drug,Sulfasalazine,DrugBank,28158,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,disease,inflammatory bowel disease,MONDO_grouped,C0021390,Inflammatory bowel disease,1.0000000000000009
